ID,END_DATE,START_DATE,AGENDA_TITLE,AGENDA,MP3,ORDINANCES,MINUTES,RESOLUTIONS,OTHER
436,2021-01-20,,"January 20, 2021 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/14336213/file/document"" title=""January 20, 2021 Disposition Agenda"">agenda</a>","<a href=""https://efiles.portlandoregon.gov/Record/14344464/"" title=""January 20, 2021 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/20/2021 to 1/26/2021+And+recSchedule:2001-07"" title=""Ordinances from January 20, 2021 Council Meeting"">ordinances</a>",,,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/20/2021 to 1/26/2021"" title=""Other from January 20, 2021 Council Meeting"">other</a>"
437,2021-01-27,,"January 27, 2021 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/14347861/file/document"" title=""January 27, 2021 Disposition Agenda"">agenda</a>",,,,,
438,2021-02-10,,"February 10, 2021 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/14371932/file/document"" title=""February 10, 2021 Disposition Agenda"">agenda</a>",,,,,
439,2021-02-10,,"February 10, 2021 Council Agenda","<a href=""https://efiles.portlandoregon.gov/Record/14360694/file/document"" title=""February 3, 2021 Disposition Agenda"">agenda</a>",,,,,
440,2013-01-16,,"January 16, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/5516151/File/Document/"" title=""January 16, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/5514111/"" title=""January 16, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/15/2013 to 1/20/2013+And+recSchedule:2001-07"" title=""Ordinances from January 16, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6100313/File/Document/"" title=""Minutes from January 16, 2013 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/15/2013 to 1/20/2013"" title=""Other documents from January 16, 2013 Council Meeting"">other</a>"
441,2012-01-18,,"January 18, 2012 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4643794/File/Document/"" title=""January 18, 2012 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4643573/"" title=""January 18, 2012 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:1/16/2012 to 1/20/2012+And+recSchedule:2001-07"" title=""Ordinances from January 18, 2012 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4645467/File/Document/"" title=""Minutes from January 18, 2012 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/16/2012 to 1/20/2012"" title=""Other documents from January 18, 2012 Council Meeting"">other</a>"
442,2013-01-02,,"January 2, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/5502548/File/Document/"" title=""January 2, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/5502525/"" title=""January 2, 2013 Council Meeting Recordings"">audio</a> 
 <a href=""http://efiles.portlandoregon.gov/Record/5502525/"" title=""January 2, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/1/2013 to 1/6/2013+And+recSchedule:2001-07"" title=""Ordinances from January 2, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6100311/File/Document/"" title=""Minutes from January 2, 2013 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/1/2013 to 1/6/2013"" title=""Other documents from January 2, 2013 Council Meeting"">other</a>"
443,2013-01-23,,"January 23, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/5519557/File/Document/"" title=""January 23, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/5518074/"" title=""January 23, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/22/2013 to 1/27/2013+And+recSchedule:2001-07"" title=""Ordinances from January 23, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6100314/File/Document/"" title=""Minutes from January 23, 2013 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:1/22/2013 to 1/27/2013"" title=""Resolutions from January 23, 2013 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/22/2013 to 1/27/2013"" title=""Other documents from January 23, 2013 Council Meeting"">other</a>"
444,2012-01-04,,"January 4, 2012 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4632642/File/Document/"" title=""January 4, 2012 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4632668/"" title=""January 4, 2012 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:1/2/2012 to 1/6/2012+And+recSchedule:2001-07"" title=""Ordinances from January 4, 2012 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4636357/File/Document/"" title=""Minutes from January 4, 2012 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:1/2/2012 to 1/6/2012"" title=""Resolutions from January 4, 2012 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/2/2012 to 1/6/2012"" title=""Other documents from January 4, 2012 Council Meeting"">other</a>"
445,2012-10-10,,"October 10, 2012 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/7231944/File/Document"" title=""October 10, 2012 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/5198287/"" title=""October 10, 2012 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:10/8/2012 to 10/12/2012+And+recSchedule:2001-07"" title=""Ordinances from October 10, 2012 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/5871845/File/Document/"" title=""Draft Minutes from October 10, 2012"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/8/2012 to 10/12/2012"" title=""Resolutions from October 10, 2012 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/8/2012 to 10/12/2012"" title=""Other documents from October 10, 2012 Council Meeting"">other</a>"
446,2013-10-16,,"October 16, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6068432/File/Document/"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6070826/"" title=""October 16, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/15/2013 to 10/19/2013+And+recSchedule:2001-07"" title=""Ordinances from October 16, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6865037/File/Document/"" title=""Minutes from October 16, 2013 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/15/2013 to 10/19/2013"" title=""Other documents from October 16. 2013 Council Meeting"">other</a>"
447,2012-10-17,,"October 17, 2012 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/7231945/File/Document"" title=""October 17, 2012 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/5215390/"" title=""October 17, 2012 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:10/15/2012 to 10/19/2012+And+recSchedule:2001-07"" title=""Ordinances from October 17, 2012 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/5871846/File/Document/"" title=""Draft minutes for October 17, 2012 Council meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/15/2012 to 10/19/2012"" title=""Other documents from October 17, 2012 Council Meeting"">other</a>"
448,2013-10-03,,"October 3, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6050684/File/Document/"" title=""October 2-3, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6048902/"" title=""October 2-3, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/1/2013 to 10/5/2013+And+recSchedule:2001-07"" title=""Ordinances from October 2-3, 2013 Council Meetings"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6865027/File/Document/"" title=""Minutes from October 2-3, 2013 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/1/2013 to 10/5/2013"" title=""Resolutions from October 2-3, 2013 Council Meetings"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/1/2013 to 10/5/2013"" title=""Other documents from October 2-3, 2013 Council Meetings"">other</a>"
449,2013-10-23,,"October 23, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6078011/File/Document/"" title=""October 23, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6077956/"" title=""October 23, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/22/2013 to 10/26/2013+And+recSchedule:2001-07"" title=""Ordinances from October 23, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6865043/File/Document/"" title=""Minutes from October 23, 2013 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/22/2013 to 10/26/2013"" title=""Other documents from October 23, 2013 Council Meeting"">other</a>"
450,2013-10-30,,"October 30, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6084419/File/Document/"" title=""October 30, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6099256/"" title=""October 30, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/29/2013 to 11/1/2013+And+recSchedule:2001-07"" title=""Ordinances from October 30, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6865044/File/Document/"" title=""Minutes from October 30, 2013 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/29/2013 to 11/1/2013"" title=""Other documents from October 30, 2013 Council Meeting"">other</a>"
451,2013-10-09,,"October 9, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6056332/File/Document/"" title=""October 9, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6056122/"" title=""October 9, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:10/8/2013 to 10/12/2013+And+recSchedule:2001-07"" title=""Ordinances from October 9, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6865035/File/Document/"" title=""Minutes from October 9, 2013 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/8/2013 to 10/12/2013"" title=""Other documents from October 9, 2013 Council Meeting"">other</a>"
452,2012-11-21,,"November 21, 2012 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/5301343/File/Document/"" title=""November 21, 2012 Disposition Agenda"">agenda</a>",NO COUNCIL MEETING,,,,
453,2013-11-27,,"November 27, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6179671/File/Document/"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6179390/"" title=""November 27, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/26/2013 to 12/1/2013+And+recSchedule:2001-07"" title=""Ordinances from November 27, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6890503/File/Document/"" title=""Minutes from November 27, 2013 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/26/2013 to 12/1/2013"" title=""Other documents from November 27, 2013 Council Meeting"">other</a>"
454,2013-11-06,,"November 6, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6100276/File/Document/"" title=""November 6, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6100318/"" title=""November 6, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:11/5/2013 to 11/9/2013+And+recSchedule:2001-07"" title=""Ordinances from November 6, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6865045/File/Document/"" title=""Minutes from November 6, 2013 Council Meeting"">minutes </a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/5/2013 to 11/9/2013"" title=""Other documents from November 6, 2013 Council Meeting"">other</a>"
455,2012-11-08,,"November 8, 2012 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/7231948/File/Document"" title=""November 7-8, 2012 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/5254862/"" title=""November 7-8, 2012 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:11/5/2012 to 11/9/2012+And+recSchedule:2001-07"" title=""Ordinances from November 7-8, 2012 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/5871853/File/Document/"" title=""Minutes from November 7-8, 2012 Council meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:11/5/2012 to 11/9/2012"" title=""Resolutions from November 7-8, 2012 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/5/2012 to 11/9/2012"" title=""Other documents from November 7-8, 2012 Council Meeting"">other</a>"
456,2013-12-11,,"December 11, 2013 Council Agenda","<a href=""http://efiles.portlandoregon.gov/record/6242523/File/Document/"" title=""December 11, 2013 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/record/6243877/"" title=""December 11, 2013 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:12/10/2013 to 12/14/2013+And+recSchedule:2001-07"" title=""Ordinances from December 11, 2013 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/record/6890505/File/Document/"" title=""Minutes from December 11, 2013 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:12/10/2013 to 12/14/2013"" title=""Resolutions from December 11, 2013 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:12/10/2013 to 12/14/2013"" title=""Other documents from December 11, 2013 Council Meeting"">other</a>"
