ID,END_DATE,START_DATE,AGENDA_TITLE,AGENDA,MP3,ORDINANCES,MINUTES,RESOLUTIONS,OTHER
252,2011-05-04,,"May 4, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4244777/File/Document/"" title=""May 4, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4244711/"" title=""May 4, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:5/4/2011+And+recSchedule:2001-07"" title=""Ordinances from May 4, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618869/File/Document/"" title=""Minutes from May 4, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/2/2011 to 5/6/2011"" title=""Other documents from May 4, 2011 Council Meeting"">other</a>"
253,2011-05-11,,"May 11, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4244779/File/Document/"" title=""May 11, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4244715/"" title=""May 11, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:5/11/2011+And+recSchedule:2001-07"" title=""Ordinances from May 11, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618871/File/Document/"" title=""Minutes from May 11, 2011 Council Meeting"">official</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:5/11/2011"" title=""Resolutions from May 11, 2011 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/9/2011 to 5/13/2011"" title=""Other documents from May 11, 2011 Council Meeting"">other</a>"
254,2011-05-18,,"May 18, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4241081/File/Document/"" title=""May 18, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4244718/"" title=""May 18, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:5/18/2011+And+recSchedule:2001-07"" title=""Ordinances from May 18, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618877/File/Document/"" title=""Minutes from May 18, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/16/2011 to 5/20/2011"" title=""Other documents from May 18, 2011 Council Meeting"">other</a>"
255,2011-05-25,,"May 25, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4251133/File/Document/"" title=""May 25, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4250938/"" title=""May 25, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:5/25/2011+And+recSchedule:2001-07"" title=""Ordinances from May 25, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618881/File/Document/"" title=""Minutes from May 25, 2011 Council Meeting"">official</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:5/25/2011"" title=""Resolutions from May 25, 2011 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/23/2011 to 5/27/2011"" title=""Other documents from May 25, 2011 Council Meeting"">other</a>"
256,2011-06-01,,"June 1, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4258404/File/Document/"" title=""June 1, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4286708/"" title=""June 1, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:6/1/2011+And+recSchedule:2001-07"" title=""Ordinances from June 1, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618885/File/Document/"" title=""Minutes from June 1, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:5/29/2011 to 6/3/2011"" title=""Other documents from June 1, 2011 Council Meeting"">other</a>"
257,2011-06-08,,"June 8, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4281670/File/Document/"" title=""June 8, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4286710/"" title=""June 8, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:6/8/2011+And+recSchedule:2001-07"" title=""Ordinances from June 8, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4650007/File/Document/"" title=""Minutes from June 8, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:6/6/2011 to 6/10/2011"" title=""Other documents from June 8, 2011 Council Meeting"">other</a>"
258,2011-06-29,,"June 29, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4343770/File/Document/"" title=""June 29, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4343741/"" title=""June 29, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:6/29/2011+And+recSchedule:2001-07"" title=""Ordinances from June 29, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4650010/File/Document/"" title=""Minutes from June 29, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:6/27/2011 to 6/30/2011"" title=""Other documents from June 29, 2011 Council Meeting"">other</a>"
259,2011-07-06,,"July 6, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4360573/File/Document/"" title=""July 6, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4360610/"" title=""July 6, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:7/6/2011+And+recSchedule:2001-07"" title=""Ordinances from July 6, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4650011/File/Document/"" title=""Minutes from July 6, 2011 Council Meeting"">official</a>",,
260,2011-07-27,,"July 27, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4419191/File/Document/"" title=""July 27, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4418597/"" title=""July 27, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:7/27/2011+And+recSchedule:2001-07"" title=""Ordinances from July 27, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4669109/File/Document/"" title=""Minutes from July 27, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:7/25/2011 to 7/29/2011"" title=""Other documents from July 27, 2011 Council Meeting"">other</a>"
261,2011-08-03,,"August 3, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4439415/File/Document/"" title=""August 3, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4439198/"" title=""August 3, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:8/3/2011+And+recSchedule:2001-07"" title=""Ordinances from August 3, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618889/File/Document/"" title=""Minutes from August 3, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/1/2011 to 8/5/2011"" title=""Other documents from August 3, 2011 Council Meeting"">other</a>"
262,2011-08-10,,"August 10, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4447978/File/Document/"" title=""August 20, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4446580/"" title=""August 10, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:8/10/2011+And+recSchedule:2001-07"" title=""Ordinances from August 10, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618894/File/Document/"" title=""Minutes from August 10, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/8/2011 to 8/12/2011"" title=""Other documents from August 10, 2011 Council Meeting"">other</a>"
263,2011-08-17,,"August 17, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4453635/File/Document/"" title=""August 17, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4452517/"" title=""August 17, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:8/17/2011+And+recSchedule:2001-07"" title=""Ordinances from August 17, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4669110/File/Document/"" title=""Minutes from August 17, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/15/2011 to 8/19/2011"" title=""Other documents from August 17, 2011 Council Meeting"">other</a>"
264,2011-08-24,,"August 24, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4462958/File/Document/"" title=""August 24, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4462930/"" title=""August 24, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:8/24/2011+And+recSchedule:2001-07"" title=""Ordinances from August 24, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4669111/File/Document/"" title=""Minutes from August 24, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/22/2011 to 8/26/2011"" title=""Other documents from August 24, 2011 Council Meeting"">other</a>"
265,2011-08-31,,"August 31, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4483440/File/Document/"" title=""August 31, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4483717/"" title=""August 31, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:8/29/2011 to 9/2/2011+And+recSchedule:2001-07"" title=""Ordinances from August 31, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4650013/File/Document/"" title=""Minutes from August 31, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:8/31/2011 to 9/1/2011"" title=""Other documents from August 31, 2011 Council Meeting"">other</a>"
266,2011-09-21,,"September 21, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4516638/File/Document/"" title=""September 21, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4516334/"" title=""September 21, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:9/19/2011 to 9/23/2011+And+recSchedule:2001-07"" title=""Ordinances from September 21, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4618899/File/Document/"" title=""Minutes from September 21, 2011 Council Meeting"">official</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:9/19/2011 to 9/23/2011"" title=""Resolutions from September 21, 2011 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:9/19/2011 to 9/23/2011"" title=""Other documents from September 21, 2011 Council Meeting"">other</a>"
267,2011-10-05,,"October 5, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4523619/File/Document/"" title=""October 5, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4522953/"" title=""October 5, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:10/3/2011 to 10/7/2011+And+recSchedule:2001-07"" title=""Ordinances from October 5, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4546292/File/Document/"" title=""Minutes from October 5, 2011 Council Meeting"">official</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:10/3/2011 to 10/7/2011"" title=""Resolutions from October 5, 2011 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/3/2011 to 10/7/2011"" title=""Other documents from October 5, 2011 Council Meeting"">other</a>"
268,2011-10-12,,"October 12, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4535717/File/Document/"" title=""October 12, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4528026/"" title=""October 12, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:10/10/2011 to 10/14/2011+And+recSchedule:2001-07"" title=""Ordinances from October 12, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4546295/File/Document/"" title=""Minutes from October 12, 2011 Council Minutes"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/10/2011 to 10/14/2011"" title=""Other documents from October 12, 2011 Council Meeting"">other</a>"
269,2011-10-19,,"October 19, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4541541/File/Document/"" title=""October 19, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4541275/"" title=""October 19, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:10/17/2011 to 10/21/2011+And+recSchedule:2001-07"" title=""Ordinances from October 19, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4546296/File/Document/"" title=""Minutes from October 19, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/17/2011 to 10/22/2011"" title=""Other documents from October 19, 2011 Council Meeting"">other</a>"
270,2011-10-26,,"October 26, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4544117/File/Document/"" title=""October 26, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4544113/"" title=""October 26, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:10/24/2011 to 10/28/2011+And+recSchedule:2001-07"" title=""Ordinances from October 26, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4547424/File/Document/"" title=""Minutes from October 26, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:10/24/2011 to 10/26/2011"" title=""Other documents from October 26, 2011 Council Meeting"">other</a>"
271,2011-11-02,,"November 2, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4550418/File/Document/"" title=""November 2, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4549640/"" title=""November 2, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:11/1/2011 to 11/4/2011+And+recSchedule:2001-07"" title=""Ordinances from November 2, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4587142/File/Document/"" title=""Minutes from November 2, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/1/2011 to 11/4/2011"" title=""Other documents from November 2, 2011 Council Meeting"">other</a>"
272,2011-11-09,,"November 9, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4563448/File/Document/"" title=""November 9, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4560329/"" title=""November 9, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:11/7/2011 to 11/11/2011+And+recSchedule:2001-07"" title=""Ordinances from November 9, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4593406/File/Document/"" title=""Minutes from November 9, 2011 Council Meeting"">official</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/7/2011 to 11/11/2011"" title=""Other documents from November 9, 2011 Council Meeting"">other</a>"
273,2011-11-23,,"November 23, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4595964/File/Document/"" title=""November 23, 2011 Disposition Agenda"">agenda</a>",NO COUNCIL MEETING,,,,
274,2011-11-30,,"November 30, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4595965/File/Document/"" title=""November 30, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4595318/"" title=""November 30, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:11/28/2011 to 12/1/2011+And+recSchedule:2001-07"" title=""Ordinances from November 30, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4617112/File/Document/"" title=""Minutes from November 30, 2011 Council Meeting"">official</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:11/28/2011 to 12/1/2011"" title=""Resolutions from November 30, 2011 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:11/28/2011 to 12/1/2011"" title=""Other documents from November 30, 2011 Council Meeting"">other</a>"
275,2011-12-21,,"December 21, 2011 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/4624877/File/Document/"" title=""December 21, 2011 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/4622617/"" title=""December 21, 2011 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=createdOn:12/19/2011 to 12/23/2011+And+recSchedule:2001-07"" title=""Ordinances from December 21, 2011 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/4625248/File/Document/"" title=""Minutes from December 21, 2011 Council Meeting"">official</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:12/19/2011 to 12/23/2011"" title=""Resolutions from December 21, 2011 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:12/19/2011 to 12/23/2011"" title=""Other documents from December 21, 2011 Council Meeting"">other</a>"
276,2014-01-02,,"January 2, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6265376/File/Document/"" title=""January 2, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6265384/"" title=""January 2, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/1/2014 to 1/6/2014+And+recSchedule:2001-07"" title=""Ordinances from January 2, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964353/File/Document/"" title=""Minutes from January 2, 2014 Council Meeting"">minutes </a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/1/2014 to 1/6/2014"" title=""Other documents from January 2, 2014 Council Meeting"">other</a>"
277,2014-01-15,,"January 15, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6293439/File/Document/"" title=""January 15, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6296599/"" title=""January 15, 2014 Council Meeting Recording"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/15/2014 to 1/20/2014+And+recSchedule:2001-07"" title=""Ordinances from January 15, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964358/File/Document/"" title=""Minutes from January 15, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/15/2014 to 1/20/2014"" title=""Other documents from January 15, 2014 Council Meeting"">other</a>"
278,2014-01-22,,"January 22, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6304455/File/Document/"" title=""January 22, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6301256/"" title=""January 22, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/22/2014 to 1/27/2014+And+recSchedule:2001-07"" title=""Ordinances from January 22, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964360/File/Document/"" title=""Minutes from January 22, 2014 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:1/22/2014 to 1/27/2014"" title=""Resolutions from January 22, 2014 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/22/2014 to 1/27/2014"" title=""Other documents from January 22, 2014 Council Meeting"">other</a>"
279,2014-01-29,,"January 29, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6315827/File/Document/"" title=""January 29, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6316148/"" title=""January 29, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:1/29/2014 to 2/3/2014+And+recSchedule:2001-07"" title=""Ordinances from January 29, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964361/File/Document/"" title=""Minutes from January 29, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:1/29/2014 to 2/3/2014"" title=""Other documents from January 29, 2014 Council Meeting"">other</a>"
280,2014-02-05,,"February 5, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6322874/File/Document/"" title=""February 5, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6318078"" title=""February 5, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:2/5/2014 to 2/10/2014+And+recSchedule:2001-07"" title=""Ordinances from February 5, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964366/File/Document/"" title=""Minutes from February 5, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:2/5/2014 to 2/10/2014"" title=""Other documents from February 5, 2014 Council Meeting"">other</a>"
281,2014-02-12,,"February 12, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6330138/File/Document/"" title=""February 12, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6331615/"" title=""February 12, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:2/12/2014 to 2/17/2014+And+recSchedule:2001-07"" title=""Ordinances from February 12, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964373/File/Document/"" title=""Minutes from February 12, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:2/12/2014 to 2/17/2014"" title=""Other documents from February 12, 2014 Council Meeting"">other</a>"
282,2014-02-19,,"February 19, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6340689/File/Document/"" title=""February 19, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6340100/"" title=""February 19, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:2/19/2014 to 2/24/2014+And+recSchedule:2001-07"" title=""Ordinances from February 19, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964389/File/Document/"" title=""Minutes from February 19, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:2/19/2014 to 2/24/2014"" title=""Other documents from February 19, 2014 Council Meeting"">other</a>"
283,2014-02-26,,"February 26, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6349592/File/Document/"" title=""February 26, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6358005/"" title=""February 26, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:2/26/2014 to 3/1/2014+And+recSchedule:2001-07"" title=""Ordinances from February 26, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6964390/File/Document/"" title=""Minutes from February 26, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:2/26/2014 to 3/1/2014"" title=""Other documents from February 26, 2014 Council Meeting"">other</a>"
284,2014-03-05,,"March 5, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6363321/File/Document/"" title=""March 5, 2014 Council Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6362478/"" title=""March 5, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:3/5/2014 to 3/9/2014+And+recSchedule:2001-07"" title=""Ordinances from March 5, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6965037/File/Document/"" title=""Minutes from March 5, 2014 Council Meeting"">minutes</a>",,"<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:3/5/2014 to 3/9/2014"" title=""Other documents from March 5, 2014 Council Meeting"">other</a>"
285,2014-03-12,,"March 12, 2014 Council Agenda","<a href=""http://efiles.portlandoregon.gov/Record/6373011/File/Document/"" title=""March 12, 2014 Disposition Agenda"">agenda</a>","<a href=""http://efiles.portlandoregon.gov/Record/6373625/"" title=""March 12, 2014 Council Meeting Recordings"">audio</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=recCreatedOn:3/12/2014 to 3/16/2014+And+recSchedule:2001-07"" title=""Ordinances from March 12, 2014 Council Meeting"">ordinances</a>","<a href=""http://efiles.portlandoregon.gov/Record/6965039/File/Document/"" title=""Minutes from March 12, 2014 Council Meeting"">minutes</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:542+And+createdOn:3/12/2014 to 3/16/2014"" title=""Resolutions from March 12, 2014 Council Meeting"">resolutions</a>","<a href=""http://efiles.portlandoregon.gov/Record?q=classification:545+And+createdOn:3/12/2014 to 3/16/2014"" title=""Other documents from March 12, 2014 Council Meeting"">other</a>"
